,id,brand,title,sold_price,actual_price,url
0,1,NB NICKY BOY,"Pack of 2 Men Printed Hooded Neck Black, Light Green T-...",₹414,"₹1,100",https://www.flipkart.com/nb-nicky-boy-printed-men-hooded-neck-black-light-green-t-shirt/p/itm345925c05d5c5?pid=TSHGZFPAYQB6VZR3&lid=LSTTSHGZFPAYQB6VZR3WCX3UT&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_1&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eR%2FvEu3sY1HoBL9po5qE8MbeB7CXa5cQSUI6WwkeRAGMA%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
1,2,NB NICKY BOY,Men Printed Round Neck Black T-Shirt,₹349,₹649,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-black-t-shirt/p/itm33c8d3171d5e7?pid=TSHGNTZW7S6ZAFD7&lid=LSTTSHGNTZW7S6ZAFD7LO0IYX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_2&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eR1pP5S4JksdJI5mGPtR4agZyEpCv2ZiZEvJ9SXAn6Kyw%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
2,3,NB NICKY BOY,Men Printed Round Neck Light Blue T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-light-blue-t-shirt/p/itm0f2494eef7d30?pid=TSHGKRPJNQGMYWN2&lid=LSTTSHGKRPJNQGMYWN2GWNIUZ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&spotlightTagId=BestsellerId_clo%2Fash%2Fank%2Fedy&srno=b_1_3&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGKRPJNQGMYWN2.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
3,4,BLIVE,"Pack of 2 Men Striped Round Neck Dark Blue, Red T-Shirt",₹299,"₹1,999",https://www.flipkart.com/blive-striped-men-round-neck-dark-blue-red-t-shirt/p/itm481c77db8af7a?pid=TSHGMGJNKPY6Q3WD&lid=LSTTSHGMGJNKPY6Q3WDWHXMAP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_4&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGMGJNKPY6Q3WD.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
4,5,Smartees,Men Printed Round Neck Dark Blue T-Shirt,₹189,"₹1,299",https://www.flipkart.com/smartees-printed-men-round-neck-dark-blue-t-shirt/p/itm136544d1e2c82?pid=TSHGFS4P9JFABGRB&lid=LSTTSHGFS4P9JFABGRBC5SNWX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_5&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGFS4P9JFABGRB.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
5,6,3BROS,Men Solid Polo Neck Green T-Shirt,₹309,₹999,https://www.flipkart.com/3bros-solid-men-polo-neck-green-t-shirt/p/itmd0551940a1b12?pid=TSHGBBN9JJXDYYQX&lid=LSTTSHGBBN9JJXDYYQX6QRRYG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_6&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGBBN9JJXDYYQX.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
6,7,FARBOT,Men Color Block Round Neck Black T-Shirt,₹189,"₹1,999",https://www.flipkart.com/farbot-color-block-men-round-neck-black-t-shirt/p/itme72f0ce32fb00?pid=TSHG75MPXBFH8KTJ&lid=LSTTSHG75MPXBFH8KTJJQ0VLQ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_7&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHG75MPXBFH8KTJ.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
7,8,NB NICKY BOY,Men Typography Hooded Neck Black T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-typography-men-hooded-neck-black-t-shirt/p/itm64736f9c28c36?pid=TSHGM98S2DZANDN3&lid=LSTTSHGM98S2DZANDN3YODY13&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_8&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eSBebuSMTwLKORcN2J6JEByFm%2B%2BKnNzMjTXuXHf8oyyIg%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
8,9,BLIVE,Men Printed Round Neck Yellow T-Shirt,₹199,"₹1,999",https://www.flipkart.com/blive-printed-men-round-neck-yellow-t-shirt/p/itm578071f5ac354?pid=TSHGBKQGY2BJGNYE&lid=LSTTSHGBKQGY2BJGNYE0ZHMHN&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_9&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGBKQGY2BJGNYE.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
9,10,TRIPR,"Men Solid Round Neck Maroon, White T-Shirt",₹269,"₹1,999",https://www.flipkart.com/tripr-solid-men-round-neck-maroon-white-t-shirt/p/itm027b8fc761979?pid=TSHGNTJXTBTSBPNK&lid=LSTTSHGNTJXTBTSBPNKBADMO0&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_10&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGNTJXTBTSBPNK.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
10,11,NB NICKY BOY,Men Printed Hooded Neck Yellow T-Shirt,₹259,₹666,https://www.flipkart.com/nb-nicky-boy-printed-men-hooded-neck-yellow-t-shirt/p/itmee09e63fea7cb?pid=TSHGM98SD6UDWTSR&lid=LSTTSHGM98SD6UDWTSR8ZCQDH&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_11&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eTqB%2FT8xjllSEXEQ8iOYoRbYez4f%2BlySCT4NY75rAlfIQ%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
11,12,NB NICKY BOY,Men Typography Round Neck Light Green T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-typography-men-round-neck-light-green-t-shirt/p/itm775c5a6cd5941?pid=TSHGMMCXENQYUFGZ&lid=LSTTSHGMMCXENQYUFGZKSD7YX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_12&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eSOzAlH31kKcXLXA1nBW2fTN0jr%2FRyrTJZs2Vc%2FrHWAcQ%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
12,13,NB NICKY BOY,Men Printed Round Neck Red T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-red-t-shirt/p/itm8102556a29aba?pid=TSHGNHKRGSGKQ4VJ&lid=LSTTSHGNHKRGSGKQ4VJ9OIIQA&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_13&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGNHKRGSGKQ4VJ.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
13,14,NB NICKY BOY,Men Printed Round Neck Grey T-Shirt,₹239,₹777,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-grey-t-shirt/p/itm27d93351e935e?pid=TSHGMHZYCAVGZCXP&lid=LSTTSHGMHZYCAVGZCXPU2SGKN&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_14&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGMHZYCAVGZCXP.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
14,15,TRIPR,Men Printed Round Neck Dark Green T-Shirt,₹199,"₹1,399",https://www.flipkart.com/tripr-printed-men-round-neck-dark-green-t-shirt/p/itmb1988e4b6598a?pid=TSHGBJCGZAMZ8PPJ&lid=LSTTSHGBJCGZAMZ8PPJZ9LFR8&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_15&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGBJCGZAMZ8PPJ.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
15,16,NB NICKY BOY,Nikky Men Printed Round Neck Black T-Shirt,₹239,₹777,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-black-t-shirt/p/itm8cd9c96a67f21?pid=TSHGC74BRSQZQQPP&lid=LSTTSHGC74BRSQZQQPPZQRTGJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_16&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGC74BRSQZQQPP.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
16,17,Kushi flyer,Men Printed Round Neck White T-Shirt,₹269,₹799,https://www.flipkart.com/kushi-flyer-printed-men-round-neck-white-t-shirt/p/itm675cb6c40cbc4?pid=TSHGKZNQAYZFZ32A&lid=LSTTSHGKZNQAYZFZ32AFJUDQJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_17&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eT1GLXINBfLeq2rkKI7lgGyCHvGfBMP4KnwlhlyBf2fxg%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
17,18,BLIVE,"Pack of 2 Men Printed Round Neck Yellow, Black T-Shirt",₹399,"₹1,999",https://www.flipkart.com/blive-printed-men-round-neck-yellow-black-t-shirt/p/itmc96f0c4d4775a?pid=TSHGMHTUEAB7KS8G&lid=LSTTSHGMHTUEAB7KS8GNBXSXQ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_18&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eQIV97v12Ijvl6BGKxvqB64xkur2RN3pf8r%2FJlTyd7LOg%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
18,19,NB NICKY BOY,Men Printed Round Neck Black T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-black-t-shirt/p/itm7bf6a3c83e4fb?pid=TSHGNAQNQ7WWMHJE&lid=LSTTSHGNAQNQ7WWMHJEN4LZBY&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_19&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGNAQNQ7WWMHJE.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
19,20,Smartees,Men Typography Round Neck Black T-Shirt,₹179,₹999,https://www.flipkart.com/smartees-typography-men-round-neck-black-t-shirt/p/itm40efb6c53e1e9?pid=TSHGDGCZXMRG9FWK&lid=LSTTSHGDGCZXMRG9FWKBIKXNP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_20&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGDGCZXMRG9FWK.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
20,21,We Perfect,Men Printed Polo Neck Blue T-Shirt,₹339,"₹1,299",https://www.flipkart.com/perfect-printed-men-polo-neck-blue-t-shirt/p/itmc035c22029759?pid=TSHG4DP9PFJM6KNG&lid=LSTTSHG4DP9PFJM6KNGBT2H2N&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_21&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eQkHHdmCwRqQA9u3K01mZiD5ie%2B9yezx7SNOFQnKHmsbA%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
21,22,Cruister,"Pack of 2 Men Sporty Round Neck Dark Blue, Black T-Shir...",₹494,"₹1,299",https://www.flipkart.com/cruister-sporty-men-round-neck-dark-blue-black-t-shirt/p/itm91ab12af76f2c?pid=TSHGG4YDVSHDDX2S&lid=LSTTSHGG4YDVSHDDX2SWJFBFE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_22&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eQ2B2VPeR8%2B0FanKMpfEfTBx9DV114gien6QX8G9AkxSw%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
22,23,KAJARU,"Pack of 2 Men Striped Round Neck Pink, Grey T-Shirt",₹399,"₹1,899",https://www.flipkart.com/kajaru-striped-men-round-neck-pink-grey-t-shirt/p/itmc437847623115?pid=TSHGM7TAMVJEDFGP&lid=LSTTSHGM7TAMVJEDFGP6VGJCJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_23&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGM7TAMVJEDFGP.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
23,24,EyeBogler,Men Typography Round Neck Blue T-Shirt,₹289,"₹2,499",https://www.flipkart.com/eyebogler-typography-men-round-neck-blue-t-shirt/p/itm4989940bf6328?pid=TSHGKG2H7MK2TMZR&lid=LSTTSHGKG2H7MK2TMZRZL7HBF&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_24&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGKG2H7MK2TMZR.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
24,25,TRIPR,"Men Solid Round Neck Black, White T-Shirt",₹259,"₹1,999",https://www.flipkart.com/tripr-solid-men-round-neck-black-white-t-shirt/p/itm4ca94e9094703?pid=TSHGNTJXJUAMCFZU&lid=LSTTSHGNTJXJUAMCFZUZJMHNC&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_25&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGNTJXJUAMCFZU.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
25,26,FTX,"Pack of 4 Men Solid Round Neck Silver, Blue, Black, Gre...",₹469,"₹1,499",https://www.flipkart.com/ftx-solid-men-round-neck-silver-blue-black-grey-t-shirt/p/itm39275afebb5b2?pid=TSHGEMGVQZ2TS6MF&lid=LSTTSHGEMGVQZ2TS6MFIZ62F2&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_26&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGEMGVQZ2TS6MF.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
26,27,AUSK,"Men Striped Polo Neck Black, Dark Blue T-Shirt",₹319,"₹1,499",https://www.flipkart.com/ausk-striped-men-polo-neck-black-dark-blue-t-shirt/p/itme521a4ce235be?pid=TSHGMZZHZZ9HG9CB&lid=LSTTSHGMZZHZZ9HG9CBARJ5PJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_27&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eTkJ9IC0ugZihwMZijIKirO6pe%2BSclHVlABFjTsxBnI1A%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
27,28,Gentino,"Pack of 2 Men Solid Polo Neck Green, Orange T-Shirt",₹579,"₹1,799",https://www.flipkart.com/gentino-solid-men-polo-neck-green-orange-t-shirt/p/itmc1137e8137f66?pid=TSHGZ4XTSFKPV2EF&lid=LSTTSHGZ4XTSFKPV2EFIHYOBK&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_28&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eR4NaNwxNz5qlNpISLqpBboyxc%2FSWz33IoVFz6GAQ44YA%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
28,29,TRIPR,"Pack of 2 Men Printed Round Neck Black, Grey T-Shirt",₹299,"₹1,999",https://www.flipkart.com/tripr-printed-men-round-neck-black-grey-t-shirt/p/itme4ac459688912?pid=TSHGMGSESDRTFU8G&lid=LSTTSHGMGSESDRTFU8G2J6QQG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_29&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGMGSESDRTFU8G.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
29,30,VeBNoR,Men Printed Round Neck Blue T-Shirt,₹269,"₹1,330",https://www.flipkart.com/vebnor-printed-men-round-neck-blue-t-shirt/p/itm0795b0a837288?pid=TSHGMF9SKHPEFYGS&lid=LSTTSHGMF9SKHPEFYGSNLFAJM&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_30&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGMF9SKHPEFYGS.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
30,31,SDK,Men Self Design High Neck White T-Shirt,₹499,"₹1,299",https://www.flipkart.com/sdk-self-design-men-high-neck-white-t-shirt/p/itm2020614a22bc4?pid=TSHGAJ6ZSYPVQPXD&lid=LSTTSHGAJ6ZSYPVQPXDSEVS2B&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_31&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eTuXtldcYc9N6bwdspH%2B6pWjldVb0tK5vYhW%2FoicxgbKA%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
31,32,AUSK,"Men Striped Polo Neck Black, White T-Shirt",₹329,"₹1,499",https://www.flipkart.com/ausk-striped-men-polo-neck-black-white-t-shirt/p/itm8c27a65682a13?pid=TSHGMZZ8EEZRE9HH&lid=LSTTSHGMZZ8EEZRE9HH8RPO77&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_32&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eQh3ce77zWvM%2Bgattyoq2f%2FU0ry9IZ47QXRwY03HPiDiQ%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
32,33,BLIVE,Pack of 2 Men Striped Round Neck Multicolor T-Shirt,₹299,"₹1,999",https://www.flipkart.com/blive-striped-men-round-neck-multicolor-t-shirt/p/itm84eae45cb1774?pid=TSHGMGJNRBURKG38&lid=LSTTSHGMGJNRBURKG38KVB53S&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_33&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGMGJNRBURKG38.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
33,34,JUGULAR,Men Striped Round Neck Black T-Shirt,₹289,₹888,https://www.flipkart.com/jugular-striped-men-round-neck-black-t-shirt/p/itm2176297609ffa?pid=TSHGFF84YKTPQN5E&lid=LSTTSHGFF84YKTPQN5EBZXODK&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_34&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGFF84YKTPQN5E.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
34,35,AUSK,"Men Color Block Round Neck Blue, Black T-Shirt",₹239,"₹1,499",https://www.flipkart.com/ausk-color-block-men-round-neck-blue-black-t-shirt/p/itmc4b97a0badb26?pid=TSHGHU9FWVZFMTEH&lid=LSTTSHGHU9FWVZFMTEHL7DCSL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_35&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGHU9FWVZFMTEH.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
35,36,BLIVE,Men Color Block Mandarin Collar Maroon T-Shirt,₹279,"₹1,999",https://www.flipkart.com/blive-color-block-men-mandarin-collar-maroon-t-shirt/p/itma1de98578223d?pid=TSHFVPFKV2Q8SSMB&lid=LSTTSHFVPFKV2Q8SSMBGWAAS6&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_36&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHFVPFKV2Q8SSMB.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
36,37,Pytton,Men Striped Round Neck Red T-Shirt,₹359,₹999,https://www.flipkart.com/pytton-striped-men-round-neck-red-t-shirt/p/itm1d825e51a452e?pid=TSHGGA84ZGHGGRUE&lid=LSTTSHGGA84ZGHGGRUEMECJJP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_37&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eTCrkP02i7zsbSamgJvHDIMNE6H7f%2Bu3ewwJsWd%2F%2BkwjQ%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
37,38,BEWAKOOF,Mickey By BEWAKOOF Men Printed Round Neck Black T-Shirt,₹499,,https://www.flipkart.com/bewakoof-printed-men-round-neck-black-t-shirt/p/itm8003de8cde2eb?pid=TSHFVZZUNXAZ3FEP&lid=LSTTSHFVZZUNXAZ3FEPPLTITR&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_38&otracker=browse&fm=organic&iid=en_K7iyJ2Ws8hfwv1DgmayHXG0qTi8BWuopT%2B8YmYGa4eSaQlPYYxz%2FEcuYdSKEzue8cz2HNPxlj9hDJebYVtYxkg%3D%3D&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
38,39,JUGULAR,Men Striped Round Neck Light Green T-Shirt,₹289,₹888,https://www.flipkart.com/jugular-striped-men-round-neck-light-green-t-shirt/p/itm14ef431002573?pid=TSHGG2FVBZZMGH5F&lid=LSTTSHGG2FVBZZMGH5FQV2HSY&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_39&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGG2FVBZZMGH5F.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
39,40,BLIVE,Men Printed Round Neck Yellow T-Shirt,₹199,"₹1,999",https://www.flipkart.com/blive-printed-men-round-neck-yellow-t-shirt/p/itm61f2fc7debbe1?pid=TSHGMXJWDZSTZR7D&lid=LSTTSHGMXJWDZSTZR7DMRZM7A&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_40&otracker=browse&fm=organic&iid=0e9d87a4-9195-42f9-8e91-4eaf1f567f72.TSHGMXJWDZSTZR7D.SEARCH&ppt=None&ppn=None&ssid=x0fr9mj14g0000001684591805861
40,41,VeBNoR,Men Regular Fit Printed Spread Collar Casual Shirt,₹289,"₹1,849",https://www.flipkart.com/vebnor-men-printed-casual-light-blue-shirt/p/itm05a8d2551f5be?pid=SHTGJMJHUNHCF5XN&lid=LSTSHTGJMJHUNHCF5XNDSR5QU&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_1_1&otracker=browse&fm=organic&iid=en_NHH2gFWRpVGgEBNcLKyioEJyUP7hyzymNqSPw3uhHnpG0vTItFAmWhOXSLLYjxd33oOjYzdh6bDYp5rPHINXuA%3D%3D&ppt=None&ppn=None&ssid=v7thb6zao00000001684591808948
41,42,EVIQE,Men Regular Fit Solid Mandarin Collar Casual Shirt,₹359,"₹1,999",https://www.flipkart.com/eviqe-men-solid-casual-white-shirt/p/itm76d1bc7b1d762?pid=SHTG5HHZGMYXYRUW&lid=LSTSHTG5HHZGMYXYRUWWNGSHG&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_1_2&otracker=browse&fm=organic&iid=en_NHH2gFWRpVGgEBNcLKyioEJyUP7hyzymNqSPw3uhHnqyaXEqpd2LKq8xz0qyoEbm202fpXId%2F4DE%2Bra0LZcM1A%3D%3D&ppt=None&ppn=None&ssid=v7thb6zao00000001684591808948
42,43,Qugue,Men Regular Fit Printed Cut Away Collar Casual Shirt,₹299,₹999,https://www.flipkart.com/qugue-men-printed-casual-white-black-shirt/p/itme7f78f4245c21?pid=SHTGJHQYAZ2MWMMM&lid=LSTSHTGJHQYAZ2MWMMMEMLS8R&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&spotlightTagId=BestsellerId_clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_1_3&otracker=browse&fm=organic&iid=1f279cd5-9aa3-4a26-8186-40f589f1a905.SHTGJHQYAZ2MWMMM.SEARCH&ppt=None&ppn=None&ssid=v7thb6zao00000001684591808948
43,44,Try This,Women Slim Fit Graphic Print Mandarin Collar Casual Shi...,₹389,₹999,https://www.flipkart.com/try-women-graphic-print-casual-black-shirt/p/itmb01a8e8c7a320?pid=SHTGG4WYZMGMEXSU&lid=LSTSHTGG4WYZMGMEXSUMUJCZP&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&spotlightTagId=BestsellerId_clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_1_4&otracker=browse&fm=organic&iid=1f279cd5-9aa3-4a26-8186-40f589f1a905.SHTGG4WYZMGMEXSU.SEARCH&ppt=None&ppn=None&ssid=v7thb6zao00000001684591808948
44,45,VeBNoR,Men Regular Fit Solid Spread Collar Casual Shirt,₹329,"₹1,849",https://www.flipkart.com/vebnor-men-solid-casual-maroon-shirt/p/itmfcf2aa388805a?pid=SHTGH62REHAW8Z9G&lid=LSTSHTGH62REHAW8Z9GV1U7MX&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&spotlightTagId=TrendingId_clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_1_5&otracker=browse&fm=organic&iid=1f279cd5-9aa3-4a26-8186-40f589f1a905.SHTGH62REHAW8Z9G.SEARCH&ppt=None&ppn=None&ssid=v7thb6zao00000001684591808948
