,id,brand,title,sold_price,actual_price,url
884,885,MOONVELLY,Men Solid Polo Neck Maroon T-Shirt,₹299,"₹1,749",https://www.flipkart.com/moonvelly-solid-men-polo-neck-maroon-t-shirt/p/itm4395699f7a8c4?pid=TSHGGKZ9D83SE9XW&lid=LSTTSHGGKZ9D83SE9XWCI0TFK&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_445&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGGKZ9D83SE9XW.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
885,886,KAJARU,"Pack of 2 Men Striped Round Neck Pink, Blue T-Shirt",₹399,"₹1,899",https://www.flipkart.com/kajaru-striped-men-round-neck-pink-blue-t-shirt/p/itm6c2583c334cf5?pid=TSHGHHGUCERF6E4U&lid=LSTTSHGHHGUCERF6E4UYDDLYR&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_446&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGHHGUCERF6E4U.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
886,887,NB NICKY BOY,Men Printed Round Neck Black T-Shirt,₹249,₹777,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-black-t-shirt/p/itm788e62e740c90?pid=TSHGF4HENHWY3YSS&lid=LSTTSHGF4HENHWY3YSSMZH2AG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_447&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM4OG82yVy0D0uQVMyCaL2a5Imu0CWAwas03FWBYbtCm5w%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
887,888,NB NICKY BOY,Men Typography Hooded Neck Black T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-typography-men-hooded-neck-black-t-shirt/p/itm64736f9c28c36?pid=TSHGM98S2DZANDN3&lid=LSTTSHGM98S2DZANDN3YODY13&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_448&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM5hYanP08pPOH9QR1v4ZGI4UkQW3OGPTFE%2BQL%2BExxyqAQ%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
888,889,Diversify,Men Printed Round Neck Multicolor T-Shirt,₹383,"₹1,499",https://www.flipkart.com/diversify-printed-men-round-neck-multicolor-t-shirt/p/itm28f7731dfd4b6?pid=TSHGCYGQY2BNPEHM&lid=LSTTSHGCYGQY2BNPEHMJBFZCX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_449&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGCYGQY2BNPEHM.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
889,890,EyeBogler,Men Checkered Mandarin Collar Blue T-Shirt,₹299,"₹1,299",https://www.flipkart.com/eyebogler-checkered-men-mandarin-collar-blue-t-shirt/p/itm25637ac1a70e6?pid=TSHG99FKMXVAYJAX&lid=LSTTSHG99FKMXVAYJAXU4L15V&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_450&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHG99FKMXVAYJAX.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
890,891,NB NICKY BOY,Men Printed Hooded Neck Yellow T-Shirt,₹259,₹666,https://www.flipkart.com/nb-nicky-boy-printed-men-hooded-neck-yellow-t-shirt/p/itmee09e63fea7cb?pid=TSHGM98SD6UDWTSR&lid=LSTTSHGM98SD6UDWTSR8ZCQDH&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_451&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM4ujpJfu6d%2FiXcdbMnc6XTP%2FMMlQp%2BcPAd14Y6B4PM%2BoQ%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
891,892,NB NICKY BOY,Men Typography Round Neck Light Green T-Shirt,₹239,₹666,https://www.flipkart.com/nb-nicky-boy-typography-men-round-neck-light-green-t-shirt/p/itm775c5a6cd5941?pid=TSHGMMCXENQYUFGZ&lid=LSTTSHGMMCXENQYUFGZKSD7YX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_452&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM4GzHLzckMtr%2FTm9GpiATyPyMloQJJpJSFxRCefU5KcYA%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
892,893,Allen Solly,Men Solid Polo Neck Blue T-Shirt,₹599,₹999,https://www.flipkart.com/allen-solly-solid-men-polo-neck-blue-t-shirt/p/itm17752372f44d9?pid=TSHGDHWD3P2YPFJY&lid=LSTTSHGDHWD3P2YPFJYJJV88Z&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_453&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGDHWD3P2YPFJY.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
893,894,INKKR,"Pack of 2 Men Solid Polo Neck Pink, Yellow T-Shirt",₹429,"₹1,299",https://www.flipkart.com/inkkr-solid-men-polo-neck-pink-yellow-t-shirt/p/itm990a40110956b?pid=TSHG6EFUPAQZJEX2&lid=LSTTSHG6EFUPAQZJEX2G4G59Z&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_454&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHG6EFUPAQZJEX2.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
894,895,JUGULAR,Pack of 2 Men Striped Round Neck Multicolor T-Shirt,₹479,"₹1,499",https://www.flipkart.com/jugular-striped-men-round-neck-multicolor-t-shirt/p/itmdca02918c889e?pid=TSHGMBH2ZXRFVAZG&lid=LSTTSHGMBH2ZXRFVAZG4HKHIU&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_455&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGMBH2ZXRFVAZG.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
895,896,Adrenex,Men Printed Round Neck Black T-Shirt,₹239,"₹1,199",https://www.flipkart.com/adrenex-printed-men-round-neck-black-t-shirt/p/itm4d4ff5073022b?pid=TSHG7HNYGSA9BF9A&lid=LSTTSHG7HNYGSA9BF9AQM0KYJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_456&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHG7HNYGSA9BF9A.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
896,897,BLIVE,"Pack of 2 Men Printed Round Neck Yellow, Black T-Shirt",₹399,"₹1,999",https://www.flipkart.com/blive-printed-men-round-neck-yellow-black-t-shirt/p/itmc96f0c4d4775a?pid=TSHGMHTUEAB7KS8G&lid=LSTTSHGMHTUEAB7KS8GNBXSXQ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_457&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM721XvuB63v4F8xzde17DQ02axcVXdVVqgrcZTOsN%2F2Kw%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
897,898,We Perfect,Men Printed Polo Neck Blue T-Shirt,₹339,"₹1,299",https://www.flipkart.com/perfect-printed-men-polo-neck-blue-t-shirt/p/itmc035c22029759?pid=TSHG4DP9PFJM6KNG&lid=LSTTSHG4DP9PFJM6KNGBT2H2N&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_458&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM5cTdn9FfwG28QC70zuFRYTma7jJMR6QzkUdam5dTkcMA%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
898,899,BUKKL,Men Printed Round Neck Black T-Shirt,₹381,"₹1,999",https://www.flipkart.com/bukkl-printed-men-round-neck-black-t-shirt/p/itm230a3da2fba49?pid=TSHGHNZZASZKZEQR&lid=LSTTSHGHNZZASZKZEQR3M6PRU&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_459&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGHNZZASZKZEQR.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
899,900,Austin Wood,Men Striped Polo Neck Multicolor T-Shirt,₹419,"₹1,499",https://www.flipkart.com/austin-wood-striped-men-polo-neck-multicolor-t-shirt/p/itm8eb3f4dcfc613?pid=TSHFZNZPWHDUF57M&lid=LSTTSHFZNZPWHDUF57MCZATFE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_460&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHFZNZPWHDUF57M.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
900,901,Cruister,"Pack of 2 Men Sporty Round Neck Dark Blue, Black T-Shir...",₹494,"₹1,299",https://www.flipkart.com/cruister-sporty-men-round-neck-dark-blue-black-t-shirt/p/itm91ab12af76f2c?pid=TSHGG4YDVSHDDX2S&lid=LSTTSHGG4YDVSHDDX2SWJFBFE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_461&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM6kgZ6HUop8xS40wLScKB7vr3D%2FJjKPAkjB12xnk%2FjI1A%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
901,902,AUSK,"Men Striped Polo Neck Black, Dark Blue T-Shirt",₹319,"₹1,499",https://www.flipkart.com/ausk-striped-men-polo-neck-black-dark-blue-t-shirt/p/itme521a4ce235be?pid=TSHGMZZHZZ9HG9CB&lid=LSTTSHGMZZHZZ9HG9CBARJ5PJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_462&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM5isvh%2BVC%2FbaM4e8OlPY0ev6pe%2BSclHVlABFjTsxBnI1A%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
902,903,MONKEY BOYS,Men Solid Round Neck Red T-Shirt,₹499,₹999,https://www.flipkart.com/monkey-boys-solid-men-round-neck-red-t-shirt/p/itm164f62c4612e5?pid=TSHGMYDC8BWRWEXD&lid=LSTTSHGMYDC8BWRWEXDOTTZ9X&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_463&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGMYDC8BWRWEXD.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
903,904,EyeBogler,Men's Loose Regular Fit Half Sleeves T-Shirt Men Printe...,₹299,"₹1,299",https://www.flipkart.com/eyebogler-printed-color-block-men-hooded-neck-black-white-t-shirt/p/itm6f8e6478f8b65?pid=TSHFZGNHYGGG89XE&lid=LSTTSHFZGNHYGGG89XEKCF2AS&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_464&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHFZGNHYGGG89XE.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
904,905,PARK AVENUE,Men Printed Polo Neck Light Blue T-Shirt,₹669,"₹1,399",https://www.flipkart.com/park-avenue-printed-men-polo-neck-light-blue-t-shirt/p/itm5246aab9f64a8?pid=TSHGMS8RNFADE2UC&lid=LSTTSHGMS8RNFADE2UC5YMIJL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_465&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGMS8RNFADE2UC.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
905,906,avnoor enterprises,white t-shirt Men Solid Round Neck White T-Shirt,₹178,₹573,https://www.flipkart.com/avnoor-enterprises-solid-men-round-neck-white-t-shirt/p/itmf3ace60f97cf5?pid=TSHFVB36E9H8JBDN&lid=LSTTSHFVB36E9H8JBDNUWDTBZ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_466&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHFVB36E9H8JBDN.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
906,907,Gentino,"Pack of 2 Men Solid Polo Neck Green, Orange T-Shirt",₹579,"₹1,799",https://www.flipkart.com/gentino-solid-men-polo-neck-green-orange-t-shirt/p/itmc1137e8137f66?pid=TSHGZ4XTSFKPV2EF&lid=LSTTSHGZ4XTSFKPV2EFIHYOBK&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_467&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM74dn4UWaqVDvs3bpxvBj2dyxc%2FSWz33IoVFz6GAQ44YA%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
907,908,Kushi flyer,Men Printed Round Neck White T-Shirt,₹269,₹799,https://www.flipkart.com/kushi-flyer-printed-men-round-neck-white-t-shirt/p/itm675cb6c40cbc4?pid=TSHGKZNQAYZFZ32A&lid=LSTTSHGKZNQAYZFZ32AFJUDQJ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_468&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM5WDGD3ftIclCVHKPKbNxiWCHvGfBMP4KnwlhlyBf2fxg%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
908,909,AUSK,"Men Color Block Polo Neck Beige, Black, White T-Shirt",₹324,"₹1,499",https://www.flipkart.com/ausk-color-block-men-polo-neck-beige-black-white-t-shirt/p/itmf088055febf3a?pid=TSHGHZDZYJXWGGAT&lid=LSTTSHGHZDZYJXWGGATYXEVF2&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_469&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGHZDZYJXWGGAT.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
909,910,INKKR,"Pack of 2 Men Solid Polo Neck Orange, Light Green T-Shi...",₹429,"₹1,299",https://www.flipkart.com/inkkr-solid-men-polo-neck-orange-light-green-t-shirt/p/itmcea9463a6f268?pid=TSHG6NZ73QSYFC6U&lid=LSTTSHG6NZ73QSYFC6URYBG4E&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_470&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHG6NZ73QSYFC6U.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
910,911,SDK,Men Self Design High Neck White T-Shirt,₹499,"₹1,299",https://www.flipkart.com/sdk-self-design-men-high-neck-white-t-shirt/p/itm2020614a22bc4?pid=TSHGAJ6ZSYPVQPXD&lid=LSTTSHGAJ6ZSYPVQPXDSEVS2B&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_471&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM5ZjTByvJiCyJRPqW9QQnNOjldVb0tK5vYhW%2FoicxgbKA%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
911,912,AUSK,"Men Striped Polo Neck Black, White T-Shirt",₹329,"₹1,499",https://www.flipkart.com/ausk-striped-men-polo-neck-black-white-t-shirt/p/itm8c27a65682a13?pid=TSHGMZZ8EEZRE9HH&lid=LSTTSHGMZZ8EEZRE9HH8RPO77&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_472&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM4X7Lt24xwOXEccWPt8eJiqU0ry9IZ47QXRwY03HPiDiQ%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
912,913,METRONAUT By Flipkart,Solid Men Polo Neck Yellow T-Shirt,₹379,"₹1,599",https://www.flipkart.com/metronaut-solid-men-polo-neck-yellow-t-shirt/p/itmc257eccfd16aa?pid=TSHGEGEYMAZGVYCV&lid=LSTTSHGEGEYMAZGVYCVX6K8LY&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_473&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGEGEYMAZGVYCV.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
913,914,KAJARU,"Pack of 2 Men Striped Round Neck Blue, Grey T-Shirt",₹399,"₹1,899",https://www.flipkart.com/kajaru-striped-men-round-neck-blue-grey-t-shirt/p/itm6d0ae9b7e9683?pid=TSHGM8WSGCZZ2H37&lid=LSTTSHGM8WSGCZZ2H37F1XZ0V&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_474&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGM8WSGCZZ2H37.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
914,915,Jump Cuts,"Men Printed, Typography Round Neck White, Black T-Shirt",₹279,"₹1,399",https://www.flipkart.com/jump-cuts-printed-typography-men-round-neck-white-black-t-shirt/p/itmb1005b537a3a0?pid=TSHGKYBMQGKV7KMG&lid=LSTTSHGKYBMQGKV7KMGD3FEJS&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_475&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGKYBMQGKV7KMG.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
915,916,Adrenex,Men Printed Round Neck Dark Green T-Shirt,₹224,₹899,https://www.flipkart.com/adrenex-printed-men-round-neck-dark-green-t-shirt/p/itmfe8e7b6ea4c9d?pid=TSHFZZX4AX4Q55HF&lid=LSTTSHFZZX4AX4Q55HFG1VB39&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_476&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHFZZX4AX4Q55HF.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
916,917,Pytton,Men Striped Round Neck Red T-Shirt,₹359,₹999,https://www.flipkart.com/pytton-striped-men-round-neck-red-t-shirt/p/itm1d825e51a452e?pid=TSHGGA84ZGHGGRUE&lid=LSTTSHGGA84ZGHGGRUEMECJJP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_477&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM6MJsOryguWA1fkyyTaUJUmNE6H7f%2Bu3ewwJsWd%2F%2BkwjQ%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
917,918,BEWAKOOF,Mickey By BEWAKOOF Men Printed Round Neck Black T-Shirt,₹499,,https://www.flipkart.com/bewakoof-printed-men-round-neck-black-t-shirt/p/itm8003de8cde2eb?pid=TSHFVZZUNXAZ3FEP&lid=LSTTSHFVZZUNXAZ3FEPPLTITR&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_478&otracker=browse&fm=organic&iid=en_gYTke3tKj91BmPxySbcSftGg6dETcqEYqa9DW4LptM4vqJLgqMgM%2Fb1AZiNbBJR8cz2HNPxlj9hDJebYVtYxkg%3D%3D&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
918,919,Veirdo,Men Striped Polo Neck Green T-Shirt,₹449,"₹1,199",https://www.flipkart.com/veirdo-striped-men-polo-neck-green-t-shirt/p/itmc4248e8a3c0ae?pid=TSHGDRHDKQME9NWD&lid=LSTTSHGDRHDKQME9NWDWTQ9TN&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_479&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGDRHDKQME9NWD.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
919,920,INKKR,Men Solid Polo Neck Black T-Shirt,₹249,₹599,https://www.flipkart.com/inkkr-solid-men-polo-neck-black-t-shirt/p/itm0c7287ca84041?pid=TSHGBYKKKD7SWXFS&lid=LSTTSHGBYKKKD7SWXFS8USDNW&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_12_480&otracker=browse&fm=organic&iid=9c782bed-0d74-48f1-a1f3-2f29f0f57cd6.TSHGBYKKKD7SWXFS.SEARCH&ppt=None&ppn=None&ssid=b87otxcoow0000001684591865561
920,921,VeBNoR,Men Regular Fit Printed Spread Collar Casual Shirt,₹289,"₹1,849",https://www.flipkart.com/vebnor-men-printed-casual-light-blue-shirt/p/itm05a8d2551f5be?pid=SHTGJMJHUNHCF5XN&lid=LSTSHTGJMJHUNHCF5XNDSR5QU&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_441&otracker=browse&fm=organic&iid=en_FYApNfHf4O6OjUEksSKeXTvsun3fwzAmvrHBBOjuJWPbI0S8E%2FnOsqY0dsyTAKFr3oOjYzdh6bDYp5rPHINXuA%3D%3D&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
921,922,EVIQE,Men Regular Fit Solid Mandarin Collar Casual Shirt,₹359,"₹1,999",https://www.flipkart.com/eviqe-men-solid-casual-white-shirt/p/itm76d1bc7b1d762?pid=SHTG5HHZGMYXYRUW&lid=LSTSHTG5HHZGMYXYRUWWNGSHG&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_442&otracker=browse&fm=organic&iid=en_FYApNfHf4O6OjUEksSKeXTvsun3fwzAmvrHBBOjuJWN1qGDHKYDinRPzaK253GA3202fpXId%2F4DE%2Bra0LZcM1A%3D%3D&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
922,923,COMBRAIDED,Men Slim Fit Checkered Slim Collar Casual Shirt,₹329,₹999,https://www.flipkart.com/combraided-men-checkered-casual-white-black-shirt/p/itm6d49f4e7e37e8?pid=SHTG6BX7SSWC2U7G&lid=LSTSHTG6BX7SSWC2U7GG6XNQW&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_443&otracker=browse&fm=organic&iid=e08274c1-33d8-4c8b-a06f-c8d3de3d655f.SHTG6BX7SSWC2U7G.SEARCH&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
923,924,HIGHLANDER,Men Slim Fit Printed Cut Away Collar Casual Shirt,₹419,"₹1,049",https://www.flipkart.com/highlander-men-printed-casual-multicolor-shirt/p/itm03d30ce557fdc?pid=SHTFPQZPJGVWDBDH&lid=LSTSHTFPQZPJGVWDBDHE3JTFG&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_444&otracker=browse&fm=organic&iid=e08274c1-33d8-4c8b-a06f-c8d3de3d655f.SHTFPQZPJGVWDBDH.SEARCH&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
924,925,WROGN,Men Regular Fit Solid Casual Shirt,₹513,₹999,https://www.flipkart.com/wrogn-men-solid-casual-blue-shirt/p/itmf9fb6137823d5?pid=SHTGNPD7ZY2EM7ZG&lid=LSTSHTGNPD7ZY2EM7ZGEQP0ME&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_445&otracker=browse&fm=organic&iid=e08274c1-33d8-4c8b-a06f-c8d3de3d655f.SHTGNPD7ZY2EM7ZG.SEARCH&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
925,926,VTEXX,Men Regular Fit Solid Casual Shirt,₹329,"₹1,999",https://www.flipkart.com/vtexx-men-solid-casual-light-blue-shirt/p/itm60478267eb9cb?pid=SHTGFC9GZCZRHYMG&lid=LSTSHTGFC9GZCZRHYMGKM41JL&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_446&otracker=browse&fm=organic&iid=e08274c1-33d8-4c8b-a06f-c8d3de3d655f.SHTGFC9GZCZRHYMG.SEARCH&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
926,927,VeBNoR,Men Regular Fit Printed Spread Collar Casual Shirt,₹289,"₹1,849",https://www.flipkart.com/vebnor-men-printed-casual-white-shirt/p/itm78e98d5250864?pid=SHTGJMJAEPUZUB93&lid=LSTSHTGJMJAEPUZUB934T4VKI&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_447&otracker=browse&fm=organic&iid=en_FYApNfHf4O6OjUEksSKeXTvsun3fwzAmvrHBBOjuJWMAiSPvmeUSjklWz0YdXBX%2Bspjjs9qJIZrJTW08RQugAw%3D%3D&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
927,928,ReSLAG,Men Regular Fit Washed Cut Away Collar Casual Shirt,₹479,"₹2,299",https://www.flipkart.com/reslag-men-washed-casual-light-blue-shirt/p/itm6ffadcb22cc3b?pid=SHTGZU6XNGGD6K2N&lid=LSTSHTGZU6XNGGD6K2NTSXPLS&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_448&otracker=browse&fm=organic&iid=en_FYApNfHf4O6OjUEksSKeXTvsun3fwzAmvrHBBOjuJWPkra87Ov3%2BdWBMCV%2FE0VGe%2B6rgm%2BLJV18UREjzJPpa6A%3D%3D&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
928,929,WROGN,Men Regular Fit Checkered Casual Shirt,₹769,"₹2,199",https://www.flipkart.com/wrogn-men-checkered-casual-yellow-shirt/p/itm316cc155bd664?pid=SHTGAPGTZSS8XXJR&lid=LSTSHTGAPGTZSS8XXJRO2ZBMY&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_449&otracker=browse&fm=organic&iid=e08274c1-33d8-4c8b-a06f-c8d3de3d655f.SHTGAPGTZSS8XXJR.SEARCH&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
929,930,BASE 41,Men Slim Fit Solid Spread Collar Casual Shirt,₹390,"₹1,399",https://www.flipkart.com/base-41-men-solid-casual-white-shirt/p/itmf65ggvan5gpzv?pid=SHTF65AHFPFMNBAY&lid=LSTSHTF65AHFPFMNBAYDENF5C&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_12_450&otracker=browse&fm=organic&iid=e08274c1-33d8-4c8b-a06f-c8d3de3d655f.SHTF65AHFPFMNBAY.SEARCH&ppt=None&ppn=None&ssid=cd9ny2fzls0000001684591868900
